STATION_ID,DURATION,SENSOR_NUMBER,SENS_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
DAN,D,18,SNOW DP,,20191204,,,INCHES
DAN,D,18,SNOW DP,,20191205,,,INCHES
DAN,D,18,SNOW DP,,20191206,,r,INCHES
DAN,D,18,SNOW DP,,20191207,,r,INCHES
DAN,D,18,SNOW DP,,20191208,,r,INCHES
DAN,D,18,SNOW DP,,20191209,,r,INCHES
DAN,D,18,SNOW DP,,20191210,,r,INCHES
DAN,D,18,SNOW DP,,20191211,,r,INCHES
DAN,D,18,SNOW DP,,20191212,,r,INCHES
DAN,D,18,SNOW DP,,20191213,,r,INCHES
DAN,D,18,SNOW DP,,20191214,,r,INCHES
DAN,D,18,SNOW DP,,20191215,,r,INCHES
DAN,D,18,SNOW DP,,20191216,,r,INCHES
DAN,D,18,SNOW DP,,20191217,,r,INCHES
DAN,D,18,SNOW DP,,20191218,,r,INCHES
DAN,D,18,SNOW DP,,20191219,,r,INCHES
DAN,D,18,SNOW DP,,20191220,,r,INCHES
DAN,D,18,SNOW DP,,20191221,,r,INCHES
DAN,D,18,SNOW DP,,20191222,,r,INCHES
DAN,D,18,SNOW DP,,20191223,,r,INCHES
DAN,D,18,SNOW DP,,20191224,,r,INCHES
DAN,D,18,SNOW DP,,20191225,,r,INCHES
DAN,D,18,SNOW DP,,20191226,,r,INCHES
DAN,D,18,SNOW DP,,20191227,,r,INCHES
DAN,D,18,SNOW DP,,20191228,,r,INCHES
DAN,D,18,SNOW DP,,20191229,,r,INCHES
DAN,D,18,SNOW DP,,20191230,,r,INCHES
DAN,D,18,SNOW DP,,20191231,,r,INCHES
DAN,D,18,SNOW DP,,20200101,,r,INCHES
DAN,D,18,SNOW DP,,20200102,,r,INCHES
DAN,D,18,SNOW DP,,20200103,,r,INCHES
DAN,D,18,SNOW DP,,20200104,,r,INCHES
DAN,D,18,SNOW DP,,20200105,,r,INCHES
DAN,D,18,SNOW DP,,20200106,,r,INCHES
DAN,D,18,SNOW DP,,20200107,,r,INCHES
DAN,D,18,SNOW DP,,20200108,,r,INCHES
DAN,D,18,SNOW DP,,20200109,,r,INCHES
DAN,D,18,SNOW DP,,20200110,,r,INCHES
DAN,D,18,SNOW DP,,20200111,,r,INCHES
DAN,D,18,SNOW DP,,20200112,,r,INCHES
DAN,D,18,SNOW DP,,20200113,,r,INCHES
DAN,D,18,SNOW DP,,20200114,,r,INCHES
DAN,D,18,SNOW DP,,20200115,,r,INCHES
DAN,D,18,SNOW DP,,20200116,,r,INCHES
DAN,D,18,SNOW DP,,20200117,,r,INCHES
DAN,D,18,SNOW DP,,20200118,,r,INCHES
DAN,D,18,SNOW DP,,20200119,,r,INCHES
DAN,D,18,SNOW DP,,20200120,,r,INCHES
DAN,D,18,SNOW DP,,20200121,,r,INCHES
DAN,D,18,SNOW DP,,20200122,,r,INCHES
DAN,D,18,SNOW DP,,20200123,,r,INCHES
