,time,distance,dh_fit_dx,gt,spot,w_surface_window_final,h_mean,dh_fit_dy,n_fit_photons,pflags,cycle,h_sigma,rgt,rms_misfit,delta_time,segment_id,doy,decyear,dowy,x,y,geometry
26443,2020-10-07T12:51:46.783001,5398934.445924512,-0.04453356627139582,50,1,3.0,564.8586997324969,0.0,103,0,9,0.01632970563266657,204,0.1644014807609924,87310306.78332189,269243,281,2020.7664916888978,8,702679.6998098476,5374662.962539909,POINT (702679.6998098476 5374662.962539909)
26444,2020-10-07T12:51:46.785000,5396510.030025067,0.0665655336644182,60,2,3.0,742.6253478204974,0.0,21,0,9,0.05557828476935045,204,0.24085859987141486,87310306.7846161,269122,281,2020.766491688961,8,703085.6275489421,5372270.92176089,POINT (703085.6275489421 5372270.92176089)
26446,2020-10-07T12:51:46.785999,5398954.482407574,-0.04231680937104898,50,1,3.0,563.9880680759068,0.0,102,0,9,0.015887285093566437,204,0.16040999515644808,87310306.78615005,269244,281,2020.7664916889926,8,702677.183007063,5374682.842539841,POINT (702677.183007063 5374682.842539841)
26447,2020-10-07T12:51:46.786999,5396530.066531884,0.11008959416070674,60,2,3.264769551018923,744.4406047188492,0.0,25,0,9,0.10444622278028577,204,0.47801376951633556,87310306.78743398,269123,281,2020.7664916890242,8,703083.0161870233,5372290.789267112,POINT (703083.0161870233 5372290.789267112)
26449,2020-10-07T12:51:46.789001,5398974.518890437,-0.039833991905781074,50,1,3.0,563.1423123485343,0.0,95,0,9,0.01705775363776878,204,0.1662508025299657,87310306.78898047,269245,281,2020.7664916890876,8,702674.6493260218,5374702.720301812,POINT (702674.6493260218 5374702.720301812)
26450,2020-10-07T12:51:46.790001,5396550.103038503,0.2015755063076874,60,2,5.410881908049556,747.9443137167602,0.0,11,0,9,0.2567992744268331,204,0.5932334274161412,87310306.79024844,269124,281,2020.7664916891192,8,703080.4138747501,5372310.658042788,POINT (703080.4138747501 5372310.658042788)
26452,2020-10-07T12:51:46.792000,5398994.555373105,-0.04024077955990313,50,1,3.0,562.312230573963,0.0,95,0,9,0.0198481398059681,204,0.19224396667219235,87310306.79181251,269246,281,2020.7664916891824,8,702672.0916911416,5374722.594879628,POINT (702672.0916911416 5374722.594879628)
26454,2020-10-07T12:51:46.794998,5399014.591855576,-0.03804742691680463,50,1,3.0,561.5085716058783,0.0,96,0,9,0.01980074754796223,204,0.19394020332139733,87310306.79464668,269247,281,2020.7664916892772,8,702669.4963584305,5374742.4644750515,POINT (702669.4963584305 5374742.464475051)
26455,2020-10-07T12:51:46.796001,5396590.176051155,0.1602123264661035,60,2,4.587341223427409,754.8167482788344,0.0,11,0,9,0.17579727763961234,204,0.5569360507092418,87310306.7958698,269126,281,2020.7664916893089,8,703075.2316961741,5372350.398370807,POINT (703075.2316961741 5372350.398370807)
26458,2020-10-07T12:51:46.797001,5399034.628337852,-0.033671499226777146,50,1,3.0,560.7814534701967,0.0,100,0,9,0.016581988486177923,204,0.16493051151719282,87310306.79748309,269248,281,2020.7664916893405,8,702666.8536205996,5374762.327781058,POINT (702666.8536205996 5374762.327781058)
26459,2020-10-07T12:51:46.799000,5396610.212557185,0.2264883456757678,60,2,8.329430600949003,758.706519226373,0.0,13,0,9,0.2683649191981407,204,0.8754331074002397,87310306.79867315,269127,281,2020.7664916894037,8,703072.6592230955,5372370.2710273545,POINT (703072.6592230955 5372370.271027355)
26462,2020-10-07T12:51:46.799999,5399054.664819931,-0.04064287508175668,50,1,3.0,560.018155251679,0.0,117,0,9,0.013753258711474252,204,0.14866382585711682,87310306.80031922,269249,281,2020.7664916894353,8,702664.1754634136,5374782.18640331,POINT (702664.1754634136 5374782.18640331)
26463,2020-10-07T12:51:46.800999,5396630.24906302,0.3851088110812313,60,2,9.83929981230046,763.9740542379084,0.0,18,0,9,0.10595595100286347,204,0.4392933370359715,87310306.80147627,269128,281,2020.7664916894669,8,703070.0832166717,5372390.14323704,POINT (703070.0832166717 5372390.14323704)
26466,2020-10-07T12:51:46.803001,5399074.701301813,-0.03699775699067387,50,1,3.0,559.2110718109219,0.0,117,0,9,0.014733671181428761,204,0.15911659230032182,87310306.80315335,269250,281,2020.7664916895303,8,702661.4764056506,5374802.042257113,POINT (702661.4764056506 5374802.042257113)
26467,2020-10-07T12:51:46.804001,5396650.285568658,0.29823788723946265,60,2,7.629617075241546,770.5866788816186,0.0,13,0,9,0.1878531162664754,204,0.5596875763688618,87310306.80428065,269129,281,2020.766491689562,8,703067.4968461024,5372410.013988979,POINT (703067.4968461024 5372410.013988979)
26470,2020-10-07T12:51:46.806000,5399094.7377835,-0.031928324409696396,50,1,3.0,558.5082214026281,0.0,94,0,9,0.01944643807291321,204,0.18361411449077833,87310306.80598429,269251,281,2020.7664916896251,8,702658.7606803454,5374821.895900193,POINT (702658.7606803454 5374821.895900193)
26472,2020-10-07T12:51:46.808998,5399114.774264989,-0.04715922065257605,50,1,3.0,557.6669517770572,0.0,85,0,9,0.020952781097150125,204,0.19289128582266465,87310306.80881107,269252,281,2020.76649168972,8,702656.0356229317,5374841.748307334,POINT (702656.0356229317 5374841.748307334)
26474,2020-10-07T12:51:46.812000,5399134.810746283,-0.08606619228726808,50,1,3.0,556.3327878251039,0.0,64,4,9,0.05790311649003654,204,0.38780744344399837,87310306.81163415,269253,281,2020.7664916898148,8,702653.3079245174,5374861.600392266,POINT (702653.3079245174 5374861.600392266)
26475,2020-10-07T12:51:46.813000,5396710.395084395,0.21653692164148808,60,2,5.555457046623021,785.2996122590549,0.0,14,0,9,0.11336462265394562,204,0.4241430244959355,87310306.81271385,269132,281,2020.7664916898464,8,703059.6565545434,5372469.615695837,POINT (703059.6565545434 5372469.615695837)
26477,2020-10-07T12:51:46.813999,5399154.84722738,-0.3146025195860911,50,1,8.045641932497464,550.8783750760789,0.0,34,0,9,0.08669580651651958,204,0.5023398786678015,87310306.81444731,269254,281,2020.766491689878,8,702650.5910531852,5374881.453876499,POINT (702650.5910531852 5374881.453876499)
26478,2020-10-07T12:51:46.816002,5396730.431589249,0.3278851926463844,60,2,11.86955539971881,791.1220472507939,0.0,13,0,9,0.39113715876112093,204,1.2786531893378144,87310306.81553622,269133,281,2020.7664916899414,8,703056.9968800909,5372489.476770831,POINT (703056.9968800909 5372489.476770831)
26481,2020-10-07T12:51:46.817001,5399174.883708281,-0.26390993105218685,50,1,6.757435288501889,545.1489169488306,0.0,32,0,9,0.10809581743166893,204,0.5830212444163845,87310306.81725723,269255,281,2020.766491689973,8,702647.880550952,5374901.308170404,POINT (702647.880550952 5374901.308170404)
26482,2020-10-07T12:51:46.818001,5396750.468093905,0.42566645419000704,60,2,10.87171001188357,798.9555081465967,0.0,11,0,9,0.31636030425313705,204,1.0234961689171773,87310306.81836537,269134,281,2020.7664916900046,8,703054.3088112486,5372509.334133195,POINT (703054.3088112486 5372509.334133195)
26485,2020-10-07T12:51:46.820000,5399194.920188986,-0.13684135308177636,50,1,3.5426428958864635,542.3875878529213,0.0,48,0,9,0.045907626147569484,204,0.3159123366658586,87310306.82006125,269256,281,2020.7664916900678,8,702645.1908330336,5374921.165250735,POINT (702645.1908330336 5374921.165250735)
26486,2020-10-07T12:51:46.820999,5396770.504598366,0.3172032493813983,60,2,8.20147311817256,806.6179857749727,0.0,11,0,9,0.2551432020053836,204,0.8369033725332468,87310306.821196,269135,281,2020.7664916900994,8,703051.6133906625,5372529.190505044,POINT (703051.6133906625 5372529.190505044)
26489,2020-10-07T12:51:46.823002,5399214.956669494,-0.022873281943342816,50,1,3.0,540.4963438540667,0.0,80,0,9,0.0431019712652777,204,0.37267971330173577,87310306.82286437,269257,281,2020.7664916901626,8,702642.5098179919,5374941.023515425,POINT (702642.5098179919 5374941.023515425)
26490,2020-10-07T12:51:46.824001,5396790.54110263,0.1746944899937839,60,2,4.4964944833296565,811.828941353388,0.0,16,0,9,0.1632873080987416,204,0.6300240138588292,87310306.8240263,269136,281,2020.7664916901942,8,703048.9201766877,5372549.047172103,POINT (703048.9201766877 5372549.047172103)
26493,2020-10-07T12:51:46.826000,5399234.993149806,0.028947932582558233,50,1,3.0,540.4757391061291,0.0,102,0,9,0.019836064826645298,204,0.19978811750728223,87310306.8256667,269258,281,2020.7664916902575,8,702639.8456271791,5374960.883975625,POINT (702639.8456271791 5374960.883975625)
26494,2020-10-07T12:51:46.827000,5396810.577606698,0.1444000388669231,60,2,3.732643847742387,814.9700186475388,0.0,22,0,9,0.11873176612790332,204,0.5492703046887218,87310306.82685411,269137,281,2020.766491690289,8,703046.2363905268,5372568.905091428,POINT (703046.2363905268 5372568.905091428)
26496,2020-10-07T12:51:46.827999,5399255.029629922,0.008549584860789383,50,1,3.0,540.849978344643,0.0,99,0,9,0.018632011518702273,204,0.18483730885221317,87310306.8284691,269259,281,2020.7664916903207,8,702637.1967184114,5374980.746467036,POINT (702637.1967184114 5374980.746467036)
26497,2020-10-07T12:51:46.830002,5396830.614110569,0.11429764852303315,60,2,3.0,817.500228959319,0.0,15,0,9,0.11626548673966586,204,0.371175882993779,87310306.82967852,269138,281,2020.766491690384,8,703043.5636884159,5372588.764463912,POINT (703043.5636884159 5372588.764463912)
26500,2020-10-07T12:51:46.831001,5399275.066109841,0.0021646498958611815,50,1,3.0,540.9516870183786,0.0,97,0,9,0.016259139970511354,204,0.15934061904816904,87310306.83127214,269260,281,2020.7664916904157,8,702634.5632813834,5375000.611007202,POINT (702634.5632813834 5375000.611007202)
26503,2020-10-07T12:51:46.834000,5399295.1025895635,-0.0024209129572794197,50,1,3.0,540.9665954142638,0.0,120,0,9,0.013888836666910131,204,0.1508156531676505,87310306.83407724,269261,281,2020.7664916905105,8,702631.9450556511,5375020.477553654,POINT (702631.9450556511 5375020.477553654)
26506,2020-10-07T12:51:46.837002,5399315.13906909,-0.01181709801015185,50,1,3.0,540.8378666931246,0.0,126,0,9,0.011817493945448825,204,0.1321881517215057,87310306.8368858,269262,281,2020.7664916906056,8,702629.3444490973,5375040.346442291,POINT (702629.3444490973 5375040.346442291)
26509,2020-10-07T12:51:46.840000,5399335.175548419,-0.00629696983850736,50,1,3.0,540.6820876046326,0.0,117,0,9,0.012507761346770719,204,0.13522851081919443,87310306.83969747,269263,281,2020.7664916907001,8,702626.7553485924,5375060.216855463,POINT (702626.7553485924 5375060.216855463)
26511,2020-10-07T12:51:46.842999,5399355.2120275535,-0.007493699035273305,50,1,3.0,540.5742887022377,0.0,123,0,9,0.01412428652307746,204,0.15572798778166314,87310306.84251204,269264,281,2020.7664916907952,8,702624.1722791282,5375080.088063593,POINT (702624.1722791282 5375080.088063593)
26515,2020-10-07T12:51:46.845001,5399375.248506491,0.0011681117701382027,50,1,3.0,540.5343087343548,0.0,133,0,9,0.016895848540264248,204,0.1941136438343282,87310306.84532914,269265,281,2020.7664916908584,8,702621.5918522158,5375099.959622173,POINT (702621.5918522158 5375099.959622173)
26518,2020-10-07T12:51:46.848000,5399395.284985232,-0.007032704054330208,50,1,3.0,540.4539488360938,0.0,123,0,9,0.018047902011404847,204,0.1988502264059726,87310306.84814863,269266,281,2020.7664916909532,8,702619.0111638939,5375119.831142178,POINT (702619.0111638939 5375119.831142178)
26521,2020-10-07T12:51:46.851002,5399415.321463777,-0.0017104615565681769,50,1,3.0,540.3204371852837,0.0,93,0,9,0.017319344685670444,204,0.16677870492337388,87310306.8509698,269267,281,2020.7664916910483,8,702616.4285677962,5375139.702413143,POINT (702616.4285677962 5375139.702413143)
26522,2020-10-07T12:51:46.852001,5396990.906134472,-0.15031692586049328,60,2,3.881564192413933,806.4081388542567,0.0,16,0,9,0.1727297415967673,204,0.5754273731219037,87310306.85211177,269146,281,2020.7664916910799,8,703022.8454615462,5372747.727271323,POINT (703022.8454615462 5372747.727271323)
26525,2020-10-07T12:51:46.854000,5399435.357942125,-0.012992833664406844,50,1,3.0,540.0594585083167,0.0,101,0,9,0.03341532487971579,204,0.32638349947717754,87310306.85379225,269268,281,2020.766491691143,8,702613.841026856,5375159.573009526,POINT (702613.841026856 5375159.573009526)
26526,2020-10-07T12:51:46.855000,5397010.9426365765,-0.10470431301042638,60,2,4.3399935083724905,803.8115769581335,0.0,17,0,9,0.157295180200373,204,0.5358755367615211,87310306.85492939,269147,281,2020.7664916911747,8,703020.2466135197,5372767.596496427,POINT (703020.2466135197 5372767.596496427)
26530,2020-10-07T12:51:46.856998,5399455.394420277,0.026561474486900605,50,1,3.0,540.1904251435683,0.0,122,0,9,0.021689972473699474,204,0.2390341571514073,87310306.85661699,269269,281,2020.766491691238,8,702611.2370388417,5375179.441445024,POINT (702611.2370388417 5375179.441445024)
26531,2020-10-07T12:51:46.858002,5397030.979138485,-0.004217456566452782,60,2,4.207430642131391,802.7802967030146,0.0,11,0,9,0.12867471697743665,204,0.4159059866926004,87310306.85776165,269148,281,2020.7664916912695,8,703017.6135951551,5372787.46111417,POINT (703017.6135951551 5372787.46111417)
26534,2020-10-07T12:51:46.859001,5399475.430898233,-0.0037672961751193945,50,1,3.0,540.438820834264,0.0,118,0,9,0.015939506987214996,204,0.17313776560273988,87310306.85944225,269270,281,2020.766491691301,8,702608.6247204852,5375199.308783852,POINT (702608.6247204852 5375199.308783852)
26535,2020-10-07T12:51:46.861000,5397051.015640197,0.05886065434380505,60,2,3.0,803.2148581826431,0.0,19,0,9,0.057552508589540675,204,0.23687881762685664,87310306.86059797,269149,281,2020.7664916913643,8,703014.967644112,5372807.323998587,POINT (703014.967644112 5372807.323998587)
26538,2020-10-07T12:51:46.862000,5399495.467375993,0.0087408119232113,50,1,3.0,540.4878343789712,0.0,122,0,9,0.015592356486939915,204,0.17126664384333481,87310306.86226575,269271,281,2020.766491691396,8,702606.0112015493,5375219.175957128,POINT (702606.0112015493 5375219.175957128)
26539,2020-10-07T12:51:46.862999,5397071.052141713,0.06353419937919558,60,2,3.0,804.4530223395722,0.0,25,0,9,0.04163577778794373,204,0.20718737941047002,87310306.86343697,269150,281,2020.7664916914275,8,703012.3107427345,5372827.185480642,POINT (703012.3107427345 5372827.185480642)
26542,2020-10-07T12:51:46.865002,5399515.503853556,0.0009397769873062956,50,1,3.0,540.6044175119222,0.0,130,0,9,0.011379566660012153,204,0.12918317790149758,87310306.86508693,269272,281,2020.766491691491,8,702603.3986492532,5375239.0432578,POINT (702603.3986492532 5375239.0432578)
26543,2020-10-07T12:51:46.866001,5397091.088643032,0.07349410787340283,60,2,3.0,805.8073758528022,0.0,26,0,9,0.035866105758984045,204,0.18074590107539085,87310306.86627632,269151,281,2020.7664916915226,8,703009.6480814588,5372847.0461657625,POINT (703009.6480814588 5372847.046165762)
26546,2020-10-07T12:51:46.868000,5399535.540330922,0.0038349574466988168,50,1,3.0,540.649974820397,0.0,111,0,9,0.014155934921705837,204,0.14680841530811614,87310306.86790521,269273,281,2020.7664916915858,8,702600.7890260088,5375258.910938014,POINT (702600.7890260088 5375258.910938014)
26548,2020-10-07T12:51:46.868999,5397111.125144155,0.0769870515881319,60,2,3.0,807.2677475549079,0.0,23,0,9,0.045584743544085586,204,0.21134127881092515,87310306.86911401,269152,281,2020.7664916916174,8,703006.9834532378,5372866.906590694,POINT (703006.9834532378 5372866.906590694)
26551,2020-10-07T12:51:46.870998,5399555.576808093,-0.01397794188650936,50,1,3.0,540.532369242245,0.0,76,0,9,0.02395201122097933,204,0.20527182447057474,87310306.8707198,269274,281,2020.7664916916806,8,702598.1841938279,5375278.779250807,POINT (702598.1841938279 5375278.779250807)
26553,2020-10-07T12:51:46.872002,5397131.161645082,0.0790596370679939,60,2,3.0,808.8007250321696,0.0,20,0,9,0.0509299313225742,204,0.2269707849728164,87310306.87194867,269153,281,2020.7664916917122,8,703004.3199914582,5372886.767162948,POINT (703004.3199914582 5372886.767162948)
26556,2020-10-07T12:51:46.874001,5399575.613285066,-0.014958450336416629,50,1,3.0,540.1631776696468,0.0,82,0,9,0.03266193870256365,204,0.2832886753517308,87310306.87353125,269275,281,2020.7664916917754,8,702595.5846794774,5375298.648288929,POINT (702595.5846794774 5375298.648288929)
26557,2020-10-07T12:51:46.875000,5397151.198145812,0.07167486317379979,60,2,3.0,810.3135479672532,0.0,24,0,9,0.05901061191139623,204,0.28760377842385737,87310306.87477566,269154,281,2020.766491691807,8,703001.6655690053,5372906.628981663,POINT (703001.6655690053 5372906.628981663)
26560,2020-10-07T12:51:46.875999,5399595.6497618435,0.019194465721987797,50,1,3.0,540.1450461605629,0.0,98,0,9,0.02084590466494499,204,0.20567174750432476,87310306.87633684,269276,281,2020.7664916918386,8,702592.9989360623,5375318.51915231,POINT (702592.9989360623 5375318.51915231)
26561,2020-10-07T12:51:46.877998,5397171.234646346,0.07445078698446839,60,2,3.0,811.7974060341355,0.0,33,0,9,0.05283321304540472,204,0.29447509777465264,87310306.87759508,269155,281,2020.7664916919018,8,702999.0212345644,5372926.492098305,POINT (702999.0212345644 5372926.492098305)
26565,2020-10-07T12:51:46.879002,5399615.686238426,0.013694051626082615,50,1,3.0,540.4649536436534,0.0,94,0,9,0.02404919819388292,204,0.2310562581294926,87310306.87913823,269277,281,2020.7664916919337,8,702590.4239130754,5375338.391404702,POINT (702590.4239130754 5375338.391404702)
26566,2020-10-07T12:51:46.880001,5397191.271146685,0.05410895208767208,60,2,3.0,813.046884966727,0.0,33,0,9,0.04388648825016448,204,0.24727949468585375,87310306.8804072,269156,281,2020.7664916919653,8,702996.3886520662,5372946.35678726,POINT (702996.3886520662 5372946.35678726)
26569,2020-10-07T12:51:46.882000,5399635.722714811,0.03355027947648859,50,1,3.0,540.9234650247582,0.0,83,0,9,0.027556616172083718,204,0.24874408579048368,87310306.88193962,269278,281,2020.7664916920285,8,702587.846945412,5375358.2634064965,POINT (702587.846945412 5375358.263406496)
26570,2020-10-07T12:51:46.882999,5397211.307646826,0.027358040972719877,60,2,3.0,813.8262744632282,0.0,31,0,9,0.04571726977962569,204,0.2537811679685314,87310306.88321616,269157,281,2020.76649169206,8,702993.7631457526,5372966.22239098,POINT (702993.7631457526 5372966.22239098)
26573,2020-10-07T12:51:46.884998,5399655.759190999,-0.025370457481927344,50,1,3.0,540.9874693290111,0.0,66,0,9,0.03296577813642957,204,0.2670876703870847,87310306.8847426,269279,281,2020.7664916921233,8,702585.2644040141,5375378.134666038,POINT (702585.2644040141 5375378.134666038)
26574,2020-10-07T12:51:46.886002,5397231.344146771,-0.009243285422242398,60,2,3.0,813.8972500988527,0.0,28,0,9,0.03355184833475597,204,0.17461468008123995,87310306.8860221,269158,281,2020.766491692155,8,702991.146747722,5372986.089243297,POINT (702991.1467477221 5372986.089243297)
26577,2020-10-07T12:51:46.888000,5399675.795666991,-0.03043948337224678,50,1,3.0,540.4640223536323,0.0,50,0,9,0.03429297688798679,204,0.23977168024442314,87310306.8875482,269280,281,2020.766491692218,8,702582.6732899657,5375398.004808685,POINT (702582.6732899657 5375398.004808685)
26578,2020-10-07T12:51:46.889000,5397251.380646519,-0.04243271757190925,60,2,3.0,813.5393653922345,0.0,18,0,9,0.04319616088977031,204,0.18291075600169654,87310306.88882697,269159,281,2020.7664916922497,8,702988.5352795564,5373005.9567271825,POINT (702988.5352795564 5373005.956727182)
26581,2020-10-07T12:51:46.889999,5399695.832142787,-0.04194315646056612,50,1,3.0,539.9129925041393,0.0,56,0,9,0.03682536193798606,204,0.2717876347506251,87310306.89035746,269281,281,2020.7664916922813,8,702580.071729499,5375417.8735238025,POINT (702580.071729499 5375417.873523802)
26582,2020-10-07T12:51:46.891998,5397271.417146073,-0.03461811161418815,60,2,3.0,812.826445075577,0.0,19,0,9,0.05442860708303051,204,0.23631154673944613,87310306.89163104,269160,281,2020.7664916923445,8,702985.9311272311,5373025.825159243,POINT (702985.9311272311 5373025.825159243)
26585,2020-10-07T12:51:46.893002,5399715.868618386,-0.025910557394636574,50,1,3.0,539.1041231131322,0.0,376,0,9,0.015074243873423139,204,0.21273989176149574,87310306.89317067,269282,281,2020.7664916923763,8,702577.4586278661,5375437.740725086,POINT (702577.4586278661 5375437.740725086)
26587,2020-10-07T12:51:46.894001,5397291.453645429,-0.04506555548002655,60,2,3.0,812.0431707312725,0.0,20,0,9,0.052323446857471215,204,0.23391572724136786,87310306.89443633,269161,281,2020.766491692408,8,702983.3295501262,5373045.693978155,POINT (702983.3295501262 5373045.693978155)
26590,2020-10-07T12:51:46.896000,5399735.905093789,0.014629466175820727,50,1,3.0,538.9436946915265,0.0,430,0,9,0.008672235714540547,204,0.153488059149541,87310306.89599423,269283,281,2020.7664916924712,8,702574.8198828106,5375457.604615402,POINT (702574.8198828106 5375457.604615402)
26591,2020-10-07T12:51:46.896999,5397311.490144587,-0.08857109306001343,60,2,3.0,810.7603025967543,0.0,27,0,9,0.057304240176520194,204,0.2790951401835399,87310306.89724435,269162,281,2020.7664916925028,8,702980.7298137494,5373065.562976653,POINT (702980.7298137494 5373065.562976653)
